epoch,loss,mae,val_loss,val_mae
0,0.11014555394649506,0.2264089733362198,0.051852185279130936,0.16403663158416748
1,0.04725931957364082,0.15735162794589996,0.05022125691175461,0.16031363606452942
2,0.044659778475761414,0.15308767557144165,0.04968912899494171,0.1587560474872589
3,0.042162515223026276,0.14885839819908142,0.0474543422460556,0.15557220578193665
4,0.03992757573723793,0.14504411816596985,0.04871554300189018,0.15786460041999817
5,0.03957558795809746,0.14383701980113983,0.049270473420619965,0.15685196220874786
6,0.036544617265462875,0.13851700723171234,0.04614374786615372,0.15198810398578644
7,0.03534216061234474,0.13695815205574036,0.048135481774806976,0.15423689782619476
8,0.03495825454592705,0.136140838265419,0.045431140810251236,0.15035465359687805
9,0.03436390683054924,0.13498084247112274,0.04751039668917656,0.1533573567867279
10,0.033895641565322876,0.13439862430095673,0.04572725668549538,0.1520768702030182
11,0.03258487954735756,0.13171039521694183,0.045359380543231964,0.14992360770702362
12,0.032188937067985535,0.1310962736606598,0.046709541231393814,0.15256677567958832
13,0.03178512677550316,0.1302328258752823,0.04647430032491684,0.15161505341529846
14,0.030861498787999153,0.12830868363380432,0.04538585990667343,0.14991101622581482
15,0.030495980754494667,0.12810063362121582,0.04453141242265701,0.14912846684455872
16,0.03068923018872738,0.12802930176258087,0.0474168136715889,0.1522030532360077
17,0.0305006243288517,0.12795355916023254,0.045516833662986755,0.15073715150356293
18,0.029848922044038773,0.12666402757167816,0.04597065597772598,0.15090663731098175
19,0.030153745785355568,0.12704160809516907,0.047408752143383026,0.15176723897457123
