epoch,loss,mae,val_loss,val_mae
0,0.1893995851278305,0.30212274193763733,0.10471884161233902,0.22423866391181946
1,0.09814060479402542,0.21792592108249664,0.10141076147556305,0.2185673713684082
2,0.09100618213415146,0.2100898176431656,0.09800141304731369,0.21433360874652863
3,0.08403927832841873,0.2025911509990692,0.09474863857030869,0.2108103483915329
4,0.07871253043413162,0.19623525440692902,0.0947631224989891,0.21032384037971497
5,0.07659075409173965,0.19323426485061646,0.09602461010217667,0.2108643352985382
6,0.07343632727861404,0.18972188234329224,0.08770636469125748,0.20286540687084198
7,0.0697026252746582,0.18567994236946106,0.09342905879020691,0.2082863301038742
8,0.06682737916707993,0.18207184970378876,0.08952687680721283,0.2024696320295334
9,0.0653155967593193,0.1800449937582016,0.08837736397981644,0.20263180136680603
10,0.06402643024921417,0.17821329832077026,0.0896710604429245,0.20538008213043213
11,0.05778184160590172,0.17060239613056183,0.08809356391429901,0.20114047825336456
12,0.05679972842335701,0.1690831333398819,0.08494080603122711,0.1995791345834732
13,0.05546614155173302,0.16714784502983093,0.0923805981874466,0.20507991313934326
14,0.05582216754555702,0.16747306287288666,0.08793090283870697,0.20160898566246033
15,0.05172291770577431,0.16243307292461395,0.08783113211393356,0.19873209297657013
16,0.05174694582819939,0.16229453682899475,0.08750967681407928,0.19985339045524597
17,0.05109096318483353,0.16134688258171082,0.08745267242193222,0.1986837089061737
18,0.04899899661540985,0.15874643623828888,0.08624522387981415,0.1985229253768921
19,0.04928554221987724,0.1590784788131714,0.08692270517349243,0.19915518164634705
