episode_id,split,Accelerometer_mean,Accelerometer_std,Accelerometer_min,Accelerometer_max,Accelerometer_first,Accelerometer_last,Accelerometer_range,GasLeak_mean,GasLeak_std,GasLeak_min,GasLeak_max,GasLeak_first,GasLeak_last,GasLeak_range,Pressure_1_mean,Pressure_1_std,Pressure_1_min,Pressure_1_max,Pressure_1_first,Pressure_1_last,Pressure_1_range,Pressure_2_mean,Pressure_2_std,Pressure_2_min,Pressure_2_max,Pressure_2_first,Pressure_2_last,Pressure_2_range,Temperature_1_mean,Temperature_1_std,Temperature_1_min,Temperature_1_max,Temperature_1_first,Temperature_1_last,Temperature_1_range,Temperature_2_mean,Temperature_2_std,Temperature_2_min,Temperature_2_max,Temperature_2_first,Temperature_2_last,Temperature_2_range
14,train,0.05606160229881304,0.028202743359302,0.0,0.10000000149011612,0.0,0.10000000149011612,0.10000000149011612,658.8032500346999,245.59863039906685,0.2692691385746002,1007.0,0.2692691385746002,1005.8679809570312,1006.7307308614254,1.5399250594029823,1.0172353083686287,0.0,3.25,0.0,3.25,3.25,0.49370981606668574,0.7994499210667311,0.0,3.249873399734497,0.0,3.249873399734497,3.249873399734497,103.31099008301894,11.931445019527684,0.0,110.0,1.291597843170166,110.0,110.0,20.741137281643635,31.895915256544246,0.0,110.0,0.28913116455078125,109.810302734375,110.0
15,test,0.051100893544319966,0.02751283100992203,2.297100036230404e-05,0.10000000149011612,2.297100036230404e-05,0.09989649802446365,0.09997703048975382,521.7834244310856,284.54496387867346,0.0,1007.0,0.0,1005.5078735351562,1007.0,1.4306181589171465,0.8465940372113037,0.0003119350003544241,3.25,0.0003119350003544241,3.25,3.2496880649996456,0.3105712686174008,0.5207249014616075,0.0,3.25,0.0,3.25,3.25,23.40448331632687,31.402277296986792,0.0,110.0,0.01707679033279419,110.0,110.0,35.184727649619724,34.81964892141005,0.0,110.0,0.2754388153553009,109.52770233154297,110.0
16,train,0.019100093183927164,0.026332353516891324,0.0,0.09999649971723557,2.1576999643002637e-05,0.09999649971723557,0.09999649971723557,477.8072878211339,290.62616831056783,0.0,1005.9680786132812,0.0,1005.9039916992188,1005.9680786132812,2.5906878462384144,0.6601857291179314,0.0,3.25,0.0,3.25,3.25,1.1075125568136375,1.0480380756690277,0.0,3.25,0.0,3.25,3.25,13.582016314347992,24.058220339827937,0.0,110.0,0.13536512851715088,109.90898895263672,110.0,47.51946367903426,32.17444262412956,0.0,110.0,0.0,109.87084197998047,110.0
17,train,0.053844046977994976,0.02870092311020547,0.0,0.10000000149011612,0.0,0.10000000149011612,0.10000000149011612,558.6578565158844,302.33361347766504,0.0,1007.0,0.0,1007.0,1007.0,1.598726603789876,1.0369383517345483,0.0012747310101985931,3.25,0.0012747310101985931,3.2498862743377686,3.2487252689898014,1.8808994630663656,0.9371864918126509,0.0,3.25,0.0006410119822248816,3.25,3.25,23.88132740114241,29.590329135242982,0.0,109.93206024169922,0.02256539650261402,109.91203308105469,109.93206024169922,51.643418724240114,30.8506067051296,0.0,110.0,0.026216208934783936,109.58350372314453,110.0
18,val,0.08414515002102901,0.013802534491481465,0.0,0.10000000149011612,0.0,0.09987088292837143,0.10000000149011612,497.9463043741782,310.2213282862388,1.715023398399353,1007.0,1.715023398399353,1005.6461791992188,1005.2849766016006,1.8724589081793819,0.7895027438983945,0.0002160339936381206,3.25,0.0002160339936381206,3.249551773071289,3.249783966006362,1.6946229864495497,0.9944025579126071,0.0,3.25,0.0,3.25,3.25,58.10085457736254,30.09670826931843,0.0,110.0,0.0,109.81269073486328,110.0,56.70711461877575,32.30797645543207,0.07093476504087448,110.0,0.07093476504087448,109.56101989746094,109.92906523495913
19,train,0.0444231024960431,0.02889954865757465,0.0,0.10000000149011612,0.0,0.09996197372674942,0.10000000149011612,614.301236767292,271.27639395677943,0.8730330467224121,1007.0,0.8730330467224121,1007.0,1006.1269669532776,1.6625197129582714,0.9946902546663242,0.0,3.25,0.0,3.25,3.25,1.3829246068211893,0.8994523659214644,0.0,3.25,0.0,3.25,3.25,28.895779511890996,29.319517191001733,0.0,110.0,0.0,109.88890838623047,110.0,75.57776599041621,25.27859123397888,0.0,110.0,0.0,109.057373046875,110.0
20,train,0.07338268576054542,0.019214262562618763,0.0,0.10000000149011612,0.0,0.10000000149011612,0.10000000149011612,443.8464685232639,289.0962628807907,0.0,1006.2348022460938,0.0,1004.1324462890625,1006.2348022460938,1.9431019110560495,0.9332324830234588,0.0017805449897423387,3.25,0.0017805449897423387,3.2495784759521484,3.2482194550102577,1.6159154207325774,0.8908761639413133,0.0004118880024179816,3.25,0.0004118880024179816,3.25,3.249588111997582,71.78878373149037,28.236310045998746,0.0,110.0,0.0,110.0,110.0,57.30871346084277,26.815811200738853,0.4421224594116211,110.0,0.4421224594116211,109.73194885253906,109.55787754058838
21,train,0.05404417843618649,0.027148214828208776,4.631300180335529e-05,0.10000000149011612,4.631300180335529e-05,0.09995509684085846,0.09995368848831276,481.15559595425924,269.2424023612738,0.0,1007.0,0.0,1006.0288696289062,1007.0,0.714641802524961,1.0078984722343156,0.0,3.25,0.0,3.2499611377716064,3.25,1.749590551386238,0.9397705987735246,0.0010125039843842387,3.25,0.0010125039843842387,3.249938726425171,3.2489874960156158,19.737956592518866,27.73938437161627,0.0,110.0,0.0,110.0,110.0,56.441246408681074,31.81627574238015,0.13359469175338745,110.0,0.13359469175338745,110.0,109.86640530824661
22,train,0.050175152274167585,0.030685953165361,0.0,0.10000000149011612,0.0,0.10000000149011612,0.10000000149011612,122.54908991810275,206.7846221724944,0.0,1007.0,1.9590805768966675,1007.0,1007.0,1.8121080386051738,0.9647310073764207,5.6575001508463174e-05,3.25,5.6575001508463174e-05,3.249530553817749,3.2499434249984915,0.4366695619441185,0.7168237878188399,0.0,3.25,0.0,3.25,3.25,54.80467500573148,31.06561490129059,0.0,110.0,0.10928653925657272,109.27310943603516,110.0,53.32439436801275,28.08346391807696,0.43123191595077515,110.0,0.43123191595077515,110.0,109.56876808404922
23,train,0.054456994180645174,0.030132278207496314,0.0,0.10000000149011612,0.00010765199840534478,0.10000000149011612,0.10000000149011612,923.5335618964831,117.05742917639891,0.0,1007.0,0.0,1007.0,1007.0,1.697127172673742,0.9177525275923593,0.0,3.25,0.0,3.25,3.25,1.6898184665803044,0.9374175821277332,0.0,3.25,9.606200183043256e-05,3.25,3.25,53.39904871817181,34.420426399698115,0.0,110.0,0.5727851986885071,109.7197494506836,110.0,59.15372331329187,29.863765545693443,0.4912099242210388,110.0,0.7313259243965149,109.37285614013672,109.50879007577896
24,train,0.056967628629218475,0.026789603491056854,0.0,0.10000000149011612,0.0,0.0998445376753807,0.10000000149011612,492.84344646838554,295.60277075011174,0.0,1007.0,0.12314198166131973,1007.0,1007.0,1.7600030577115442,0.920823610273657,0.0006459060241468251,3.25,0.0006459060241468251,3.25,3.249354093975853,1.7285654937280341,0.9471024566048828,0.0033796438947319984,3.25,0.0033796438947319984,3.249993324279785,3.246620356105268,53.162463988916016,31.126096762889425,0.0,110.0,0.010984229855239391,110.0,110.0,54.61975867762789,30.44921023468562,0.033734280616045,110.0,0.033734280616045,109.56381225585938,109.96626571938396
25,train,0.05582445530566004,0.026668410985748556,3.487999947537901e-06,0.09995713084936142,4.6698998630745336e-05,0.09995713084936142,0.09995364284941388,766.6856348551909,189.32615680129544,1.1110398769378662,1007.0,1.1110398769378662,1007.0,1005.8889601230621,1.4935084831714631,0.8572809834258583,0.0,3.25,0.0,3.249030351638794,3.25,1.5682044486218754,0.9786723334178761,0.0,3.25,0.0,3.25,3.25,27.388775960681496,28.938660540035524,0.0,110.0,0.0,110.0,110.0,17.515121010364247,27.513892480471096,0.0,110.0,0.0,109.99542236328125,110.0
26,train,0.06807806917450701,0.022695682074394923,0.0,0.10000000149011612,0.0,0.10000000149011612,0.10000000149011612,514.7640657441069,283.13686176347915,0.17832668125629425,1007.0,0.17832668125629425,1006.43310546875,1006.8216733187437,2.761035669218904,0.48384109166066563,0.0042435419745743275,3.25,0.0042435419745743275,3.25,3.2457564580254257,1.592569187204043,0.9374704930690588,0.0,3.25,0.0,3.25,3.25,53.548904789976774,32.11981759116519,0.0,110.0,0.0,110.0,110.0,75.60318946258226,23.246191448944142,0.0,110.0,0.0,110.0,110.0
27,train,0.013219309880292972,0.022092214599078407,0.0,0.0999925285577774,2.0800000299914245e-07,0.0999925285577774,0.0999925285577774,517.3269378163815,290.8875713690265,0.0,1007.0,0.0,1007.0,1007.0,0.5827528819805174,0.8601453083254856,0.0,3.25,0.0,3.2499687671661377,3.25,1.5732099983479324,0.9738664117809793,0.0006165219820104539,3.25,0.0006165219820104539,3.249342679977417,3.2493834780179895,13.41985319431317,24.352232183222466,0.0,110.0,0.0,110.0,110.0,52.255209925239285,30.71948151280662,0.0,110.0,0.0,110.0,110.0
28,train,0.05522290998014311,0.02653785488593414,0.0,0.10000000149011612,0.0,0.10000000149011612,0.10000000149011612,561.1513256339332,296.5483516508978,0.06304720044136047,1007.0,0.06304720044136047,1007.0,1006.9369527995586,1.5599518209459882,0.8709267083163419,0.0,3.25,0.0,3.25,3.25,0.5688607575145942,0.8982953343065919,0.0,3.25,0.00020104799477849156,3.2499332427978516,3.25,55.134095987798645,29.883390204683444,0.0,110.0,0.0,110.0,110.0,87.08499539726972,22.381185725056046,0.0,110.0,0.0,110.0,110.0
29,train,0.009450694802860505,0.015446603998111152,0.0,0.10000000149011612,1.307500042457832e-05,0.10000000149011612,0.10000000149011612,769.6029960344632,205.1462171718475,3.3698973655700684,1007.0,3.3698973655700684,1005.8367919921875,1003.6301026344299,0.6137806437050539,0.8937736957620951,0.0,3.25,0.00010147000284632668,3.2499806880950928,3.25,2.6149176973178982,0.5981117031590913,0.0,3.25,0.0,3.25,3.25,24.033028209843703,30.793760616899302,0.0,110.0,0.0,109.9788589477539,110.0,56.69053599621231,29.778687271195267,0.006909441202878952,110.0,0.006909441202878952,110.0,109.99309055879712
30,train,0.051196546244707236,0.031436681401805874,0.0,0.10000000149011612,0.0,0.10000000149011612,0.10000000149011612,462.8931764246623,299.0963090625641,0.0,1007.0,1.8679349422454834,1007.0,1007.0,2.428820700426741,0.6541272179338508,0.0041448320262134075,3.25,0.0041448320262134075,3.2469584941864014,3.2458551679737866,0.6192796693118392,0.8220389116419936,0.0,3.25,0.0,3.25,3.25,54.6782413123548,34.10821406299405,0.0,110.0,0.6260391473770142,109.75719451904297,110.0,69.1991487748921,30.99216221825275,0.0,110.0,1.1613503694534302,110.0,110.0
31,train,0.05351900792363418,0.026021186192110943,1.1082999662903603e-05,0.10000000149011612,1.1082999662903603e-05,0.09993352741003036,0.09998891849045322,564.5207008488973,285.27664291438305,0.0,1007.0,0.0,1007.0,1007.0,2.160186014598061,0.8241567435220146,0.000876889971550554,3.25,0.000876889971550554,3.249690055847168,3.2491231100284494,0.5284641692358307,0.8567266971624667,0.0,3.25,7.036999886622652e-05,3.25,3.25,50.000658301451246,33.151991185023626,0.0,110.0,0.0,109.83234405517578,110.0,83.39715684779485,21.361914204395486,0.0,110.0,0.0,110.0,110.0
32,val,0.03203078334336184,0.030173883552312514,0.0,0.10000000149011612,5.3362000471679494e-05,0.10000000149011612,0.10000000149011612,302.4410613222006,321.2017412303954,0.0,1007.0,0.0,1007.0,1007.0,0.5582611341599139,0.8096757344541068,0.0,3.25,0.00013079600466880947,3.25,3.25,0.23188044883898246,0.5031358086989177,0.0,3.25,1.9233999410062097e-05,3.2499585151672363,3.25,56.30333203419298,34.09034609906333,0.0,110.0,0.0,109.78836822509766,110.0,16.798218743630667,26.883935580546286,0.0,110.0,0.0,110.0,110.0
33,train,0.05162928108609928,0.032649288559276,0.0,0.10000000149011612,0.0,0.09996289759874344,0.10000000149011612,549.3795952967902,279.5339603303654,0.251610666513443,1007.0,0.251610666513443,1007.0,1006.7483893334866,1.563038060671844,0.8259548464851084,0.0,3.25,0.0,3.25,3.25,1.8240437275210084,0.9524908678043716,0.001345254946500063,3.25,0.001345254946500063,3.25,3.2486547450535,33.8778754433847,34.50021918967167,0.0,110.0,0.0,110.0,110.0,58.19073275739948,29.555176610323848,0.1828511655330658,110.0,0.1828511655330658,110.0,109.81714883446693
34,test,0.026070494683912027,0.029081415041218788,0.0,0.10000000149011612,0.0,0.10000000149011612,0.10000000149011612,303.636023215179,289.7169433186531,0.0,1007.0,1.3913066387176514,1005.4263916015625,1007.0,1.7378506294390632,0.9048126971151708,0.0,3.25,0.0,3.247853994369507,3.25,2.896655214119586,0.49177781006314963,0.001859970041550696,3.25,0.001859970041550696,3.25,3.2481400299584493,25.056810728005715,31.15546454874769,0.0,110.0,0.0,110.0,110.0,14.703728410006782,25.418962947784134,0.0,110.0,0.038516562432050705,109.93399810791016,110.0
35,train,0.039845913258982665,0.029536065932742675,0.0,0.10000000149011612,0.0,0.10000000149011612,0.10000000149011612,751.5736449030042,198.90789424647681,0.8481476902961731,1007.0,0.8481476902961731,1007.0,1006.1518523097038,0.5301635420663134,0.8272903075579335,0.0,3.25,0.0,3.25,3.25,2.2324473985979956,0.7323924559950062,0.0,3.25,0.0,3.25,3.25,58.635190485477445,34.008751286024356,0.0,110.0,0.0,110.0,110.0,71.47008389789363,27.110052011979807,0.1766004115343094,110.0,0.1766004115343094,108.71533203125,109.82339958846569
36,train,0.0323327987722077,0.03238104548588461,0.0,0.10000000149011612,3.5640998248709366e-05,0.09995029866695404,0.10000000149011612,556.6459293747743,291.28015629492717,2.680651903152466,1007.0,2.680651903152466,1007.0,1004.3193480968475,1.4916341387935828,0.9335722054027341,0.0,3.25,0.0,3.25,3.25,0.5019523236394436,0.770722602215775,0.0,3.25,0.0001509970024926588,3.249969005584717,3.25,54.79917037596864,35.45860597652187,0.0,110.0,0.0,109.87873077392578,110.0,58.86961192297935,33.02324396253618,0.0,110.0,0.0,110.0,110.0
37,val,0.010994029042522108,0.020977015710864813,0.0,0.10000000149011612,2.123199919878971e-05,0.09999410808086395,0.10000000149011612,109.20785141900888,218.32255298158512,0.0,1007.0,2.0265417098999023,1007.0,1007.0,2.7417637566174187,0.420436697519825,0.0006577639724127948,3.25,0.0006577639724127948,3.25,3.249342236027587,2.402121574554903,0.669010460738151,0.0,3.25,0.0,3.248061180114746,3.25,62.193576366742455,29.897931856219977,0.0,110.0,0.0,109.586181640625,110.0,16.674020613367716,29.546820717359584,0.0,110.0,0.0,110.0,110.0
38,train,0.0734454066720209,0.020934894517177297,7.271800132002681e-05,0.10000000149011612,7.271800132002681e-05,0.09997222572565079,0.09992728348879609,903.5061016987165,146.58016750325166,2.448883533477783,1007.0,2.448883533477783,1007.0,1004.5511164665222,1.7922963710601132,0.9458721352533751,0.0,3.25,0.0,3.248546600341797,3.25,1.723678838488413,0.9767188638210349,0.0,3.25,0.0,3.2497379779815674,3.25,53.16244355444113,29.69633683820662,0.0,110.0,0.0,110.0,110.0,55.562222313592834,31.556754968952614,0.3869529664516449,110.0,0.3869529664516449,110.0,109.61304703354836
39,test,0.06686705880822652,0.020707555047028883,0.00033501398866064847,0.10000000149011612,0.00033501398866064847,0.09997402131557465,0.09966498750145547,564.4578210353106,254.16473543218626,0.0,1007.0,1.392822504043579,1007.0,1007.0,1.5253728087037914,0.9709451714555346,0.0,3.25,0.0,3.249389171600342,3.25,1.700614389532675,0.9993924065875904,6.439199933083728e-05,3.25,6.439199933083728e-05,3.249141216278076,3.249935608000669,56.480881014049054,30.578420983176,0.4992888569831848,110.0,0.4992888569831848,109.69595336914062,109.50071114301682,68.39380523755649,27.293549740964416,0.1953568011522293,110.0,0.7473610043525696,109.0243911743164,109.80464319884777
40,train,0.0702013611102399,0.02599859333964786,0.0,0.10000000149011612,0.0,0.10000000149011612,0.10000000149011612,96.75454966696255,208.21658560098385,0.0,1007.0,0.0,1006.8731079101562,1007.0,1.5300181728879059,0.9357666269967013,0.0001177950034616515,3.249969482421875,0.0001177950034616515,3.2494759559631348,3.2498516874184133,0.5181604115273517,0.685669668918689,0.0,3.25,0.00018496600387152284,3.25,3.25,56.97164546855291,33.89512578033573,0.0,110.0,0.0,110.0,110.0,23.337871828634214,30.518163152354703,0.0,110.0,0.2523858845233917,110.0,110.0
41,test,0.07960937780949946,0.017548441486785714,6.21310027781874e-05,0.10000000149011612,6.21310027781874e-05,0.09992970526218414,0.09993787048733793,614.0045245653788,259.6327265871715,0.0,1007.0,0.0,1006.9892578125,1007.0,1.8549884176229436,0.9175190387113535,0.0,3.25,0.0,3.25,3.25,1.5239721396255772,0.9677143507756734,0.0006426239851862192,3.25,0.0006426239851862192,3.2490320205688477,3.249357376014814,59.371619894663496,29.524725671880862,0.0,110.0,0.0,110.0,110.0,32.209593616768714,33.34101168665492,0.0,110.0,0.2569207549095154,109.46282958984375,110.0
42,test,0.009763374305387016,0.018111768419937863,0.0,0.10000000149011612,8.261999937531073e-06,0.10000000149011612,0.10000000149011612,120.20133454510011,218.69368938688564,0.0,1007.0,0.5508701205253601,1007.0,1007.0,1.5212065730177347,0.9236634866910709,0.0,3.25,0.0003109319950453937,3.249317169189453,3.25,1.8656733104203596,0.880370174767496,0.0018901160219684243,3.25,0.0018901160219684243,3.2494277954101562,3.2481098839780316,77.87359465626875,22.752396411368814,0.0,110.0,0.0,109.87955474853516,110.0,53.97298091351365,34.087117636739286,0.0,110.0,0.0,110.0,110.0
43,train,0.06624205071401472,0.024747405855035466,5.178200080990791e-05,0.10000000149011612,5.178200080990791e-05,0.09996182471513748,0.09994821948930621,507.2518897471273,242.76840553068973,0.0,1007.0,0.0,1007.0,1007.0,0.6596571373744097,0.8034189177344465,0.0,3.25,0.00012210999557282776,3.2499446868896484,3.25,1.6273775499079202,0.8300470389479149,0.0004156980139669031,3.25,0.0004156980139669031,3.2487738132476807,3.249584301986033,61.15691758352518,34.760712021680995,0.5942804217338562,110.0,0.5942804217338562,110.0,109.40571957826614,61.8879520427088,30.142828198733252,0.0,110.0,0.0,110.0,110.0
44,train,0.05827564514070612,0.02744080366096776,1.3318999663169961e-05,0.10000000149011612,1.3318999663169961e-05,0.10000000149011612,0.09998668249045295,722.9482946760654,223.07059387592378,1.1637685298919678,1007.0,1.1637685298919678,1006.6865234375,1005.836231470108,1.5585792749524772,0.911031355898965,0.0,3.25,0.0,3.25,3.25,2.310521925265435,0.7001317797354705,0.0,3.25,0.0,3.247393846511841,3.25,28.856134265289604,32.529009421921465,0.0,110.0,0.0,110.0,110.0,55.27048820062478,30.434187819965548,0.0,110.0,0.457253634929657,110.0,110.0
