epoch,loss,mae,val_loss,val_mae
0,0.0677049458026886,0.14879122376441956,0.01119766291230917,0.0797877311706543
1,0.010283772833645344,0.07659807801246643,0.009964067488908768,0.07469867169857025
2,0.009564611129462719,0.07303036004304886,0.009522790089249611,0.07280409336090088
3,0.008977479301393032,0.07037758827209473,0.008823638781905174,0.06979668885469437
4,0.008686388842761517,0.06909485161304474,0.008789065293967724,0.06963710486888885
5,0.00859786570072174,0.06839287281036377,0.008630132302641869,0.06737930327653885
6,0.00838243868201971,0.06754966080188751,0.008457540534436703,0.06766899675130844
7,0.008260015398263931,0.06703374534845352,0.008430656045675278,0.06673392653465271
8,0.008175271563231945,0.06655348092317581,0.00809272937476635,0.06638781726360321
9,0.008110567927360535,0.06639072299003601,0.008247606456279755,0.06609641015529633
10,0.007971200160682201,0.06577795743942261,0.00828922726213932,0.067622110247612
11,0.008049188181757927,0.0659586638212204,0.008382345549762249,0.06636428833007812
12,0.007758426014333963,0.0643959790468216,0.007874080911278725,0.0647425502538681
13,0.007810076232999563,0.0645398274064064,0.007994221523404121,0.06533277034759521
14,0.007643286604434252,0.0641523003578186,0.007972260937094688,0.06512322276830673
15,0.007547468412667513,0.06352128833532333,0.00797740276902914,0.0647149533033371
16,0.007597456686198711,0.06360659003257751,0.007992643862962723,0.06487958133220673
17,0.0075468579307198524,0.06331967562437057,0.007703461684286594,0.0636981949210167
18,0.0074566747061908245,0.06313032656908035,0.0077212839387357235,0.0642060935497284
19,0.007499393541365862,0.06320871412754059,0.007686181925237179,0.06461871415376663
