epoch,loss,mae,val_loss,val_mae
0,0.0852103978395462,0.1879030019044876,0.02866501547396183,0.1233629360795021
1,0.02583800069987774,0.11755770444869995,0.027121812105178833,0.11821655184030533
2,0.024778181686997414,0.11495757848024368,0.025864992290735245,0.11704101413488388
3,0.024083944037556648,0.11302037537097931,0.025872966274619102,0.1166667565703392
4,0.023248612880706787,0.11150304228067398,0.02538648620247841,0.11584688723087311
5,0.023288458585739136,0.1112046167254448,0.025332758203148842,0.11493674665689468
6,0.02269906923174858,0.110013946890831,0.025449777022004128,0.11489765346050262
7,0.022273598238825798,0.10926352441310883,0.026270687580108643,0.11599577963352203
8,0.021146060898900032,0.10605951398611069,0.024483872577548027,0.11272811889648438
9,0.021129006519913673,0.10600148886442184,0.025134658440947533,0.11477973312139511
10,0.020889589563012123,0.1055484339594841,0.024173090234398842,0.11193970590829849
11,0.02096313238143921,0.10550752282142639,0.024591809138655663,0.11313135921955109
12,0.020819056779146194,0.10523459315299988,0.024544591084122658,0.11343508958816528
13,0.020288391038775444,0.10331493616104126,0.024203088134527206,0.11155050992965698
14,0.019924260675907135,0.10294139385223389,0.024559689685702324,0.11131004244089127
15,0.019767194986343384,0.1025606021285057,0.023739900439977646,0.1103031188249588
16,0.01987634040415287,0.10257607698440552,0.025002917274832726,0.11292412132024765
17,0.019847052171826363,0.10248260945081711,0.024321604520082474,0.11152602732181549
18,0.01936541311442852,0.10129546374082565,0.02430041879415512,0.11175386607646942
19,0.019698577001690865,0.10202239453792572,0.024556899443268776,0.1120213121175766
