epoch,loss,mae,val_loss,val_mae
0,0.06725931167602539,0.1486974060535431,0.010364423505961895,0.07692193239927292
1,0.009342114441096783,0.07218112796545029,0.009341821074485779,0.07178384810686111
2,0.008986636996269226,0.07012908905744553,0.009142300114035606,0.07040180265903473
3,0.008821518160402775,0.06947053223848343,0.00896668154746294,0.06992367655038834
4,0.008729544468224049,0.06920778006315231,0.008943541906774044,0.07038388401269913
5,0.008805056102573872,0.06917864829301834,0.009363049641251564,0.07091021537780762
6,0.008370498195290565,0.06728033721446991,0.008633671328425407,0.06860657036304474
7,0.008368517272174358,0.06728650629520416,0.00862857885658741,0.06780868023633957
8,0.008380464278161526,0.06725462526082993,0.008406032808125019,0.06720270961523056
9,0.00836285948753357,0.06730558723211288,0.008561148308217525,0.06743907183408737
10,0.008219770155847073,0.0666956678032875,0.008523073047399521,0.06820568442344666
11,0.008192883804440498,0.06621219217777252,0.008605880662798882,0.06745912879705429
12,0.008138056844472885,0.06598611921072006,0.008363479748368263,0.06677151471376419
13,0.00818233285099268,0.06613899022340775,0.008428037166595459,0.067259281873703
14,0.008034920319914818,0.06572671979665756,0.008373775519430637,0.0669492781162262
15,0.007967776618897915,0.06529312580823898,0.008444463834166527,0.06667760014533997
16,0.008038046769797802,0.06541059166193008,0.008437223732471466,0.06683269143104553
17,0.007986852899193764,0.06516297906637192,0.00818614661693573,0.06569726020097733
18,0.007893775589764118,0.06497937440872192,0.008214158937335014,0.06624820828437805
19,0.007930648513138294,0.0650801882147789,0.008148621767759323,0.0663386806845665
