epoch,loss,mae,val_loss,val_mae
0,0.05895349383354187,0.14148880541324615,0.013115771114826202,0.08593903481960297
1,0.012221437878906727,0.08169783651828766,0.012192526832222939,0.0816107764840126
2,0.011586412787437439,0.07862687110900879,0.012015214189887047,0.08034355938434601
3,0.01135624386370182,0.07732688635587692,0.011351428925991058,0.07907513529062271
4,0.010968701913952827,0.07646395266056061,0.01111755333840847,0.07636664807796478
5,0.011080908589065075,0.07647161185741425,0.011925090104341507,0.07927855104207993
6,0.01090433169156313,0.07573677599430084,0.010853861458599567,0.07604296505451202
7,0.010639254935085773,0.07500603049993515,0.01193489134311676,0.08149582892656326
8,0.010674036107957363,0.07543593645095825,0.011032559908926487,0.0756666511297226
9,0.010645264759659767,0.07517244666814804,0.010957881808280945,0.07564262300729752
10,0.010412586852908134,0.07418036460876465,0.011214692145586014,0.07657723128795624
11,0.010134262032806873,0.07270228862762451,0.010603363625705242,0.07451494038105011
12,0.010096138343214989,0.07235412299633026,0.010742969810962677,0.07603631168603897
13,0.010243235155940056,0.07261495292186737,0.010510317049920559,0.07387127727270126
14,0.009856139309704304,0.07199370861053467,0.010869825258851051,0.07417640835046768
15,0.009987850673496723,0.07223649322986603,0.010578055866062641,0.07304302603006363
16,0.00998792052268982,0.07216906547546387,0.010829070582985878,0.07407684624195099
17,0.010130898095667362,0.07243835180997849,0.010432930663228035,0.07380633056163788
18,0.009647270664572716,0.07069052755832672,0.010121605359017849,0.07345353066921234
19,0.009704183787107468,0.07081706076860428,0.010301937349140644,0.07296280562877655
