epoch,loss,mae,val_loss,val_mae
0,0.21430590748786926,0.3325631320476532,0.11143114417791367,0.23600883781909943
1,0.10389529913663864,0.22543157637119293,0.1021868959069252,0.22237226366996765
2,0.09479578584432602,0.21505068242549896,0.09187658131122589,0.211138516664505
3,0.08724050223827362,0.2065199762582779,0.08869986236095428,0.20610985159873962
4,0.0814385861158371,0.19945776462554932,0.0906260758638382,0.20722608268260956
5,0.07915566116571426,0.19641490280628204,0.08596377074718475,0.20329329371452332
6,0.07571272552013397,0.1924089640378952,0.08303726464509964,0.2008502185344696
7,0.07226820290088654,0.188905730843544,0.08671905100345612,0.20190367102622986
8,0.06949086487293243,0.1852210909128189,0.08307622373104095,0.1988949477672577
9,0.06903284043073654,0.18434756994247437,0.08627939969301224,0.20119552314281464
10,0.06815847009420395,0.18340210616588593,0.08074383437633514,0.1970258504152298
11,0.06623481959104538,0.1814275085926056,0.0842183455824852,0.198781818151474
12,0.06569696962833405,0.18036289513111115,0.0836859717965126,0.1978437304496765
13,0.06058809161186218,0.17361687123775482,0.08440802246332169,0.198261559009552
14,0.06031585857272148,0.17349238693714142,0.08131913840770721,0.194500133395195
15,0.05834602937102318,0.1709423065185547,0.07987260073423386,0.19490501284599304
16,0.05928383022546768,0.1720622479915619,0.08145414292812347,0.19515928626060486
17,0.05677839741110802,0.1692878007888794,0.08305002748966217,0.1950788050889969
18,0.055753033608198166,0.16783367097377777,0.08056286722421646,0.19273175299167633
19,0.056030649691820145,0.16802527010440826,0.08266229182481766,0.195333331823349
