horizon,cnn1d,gru,lstm
3s,-9.571048760509273,7.2014310112842,1.2663125907075359
30s,56.67280847585653,60.98210447832064,60.16276630989461
60s,70.98952101036386,73.23185279338387,72.95046954505133
120s,80.30189668746377,81.42371466959636,80.1619501848848
9s,20.346246819628288,29.114547397351874,27.160216093160074
