epoch,loss,mae,val_loss,val_mae
0,0.06316544860601425,0.14891156554222107,0.01537178922444582,0.09253651648759842
1,0.01415641512721777,0.08759953826665878,0.01444011926651001,0.08847200870513916
2,0.01381139550358057,0.08593741059303284,0.014115795493125916,0.08749055862426758
3,0.013533875346183777,0.08446617424488068,0.013582301326096058,0.08670032024383545
4,0.012983269058167934,0.08328404277563095,0.013627464883029461,0.08510933071374893
5,0.013087439350783825,0.08328468352556229,0.014098579995334148,0.08655904233455658
6,0.01295254286378622,0.08259285241365433,0.013405037112534046,0.0829414576292038
7,0.012750341556966305,0.08231966942548752,0.014494458213448524,0.0901465192437172
8,0.012615001760423183,0.08207377791404724,0.013503906317055225,0.08377068489789963
9,0.012058673426508904,0.07955802232027054,0.013015171512961388,0.08224369585514069
10,0.0119493268430233,0.07922493666410446,0.012804212979972363,0.08056861907243729
11,0.012112133204936981,0.07963348180055618,0.012709127739071846,0.08230168372392654
12,0.012070221826434135,0.07948409765958786,0.012703301385045052,0.08209880441427231
13,0.01195421814918518,0.07845090329647064,0.01269056461751461,0.08056461066007614
14,0.011576578952372074,0.07785176485776901,0.012626908719539642,0.08047672361135483
15,0.011529462411999702,0.07718096673488617,0.012351579032838345,0.07892437279224396
16,0.011516306549310684,0.07719957083463669,0.012758428230881691,0.08095092326402664
17,0.011723744682967663,0.07756789028644562,0.012377695180475712,0.08109933137893677
18,0.011311284266412258,0.07660594582557678,0.012160545215010643,0.07971405982971191
19,0.011452377773821354,0.07688494771718979,0.012467578053474426,0.08068332076072693
